uniqueID,UniqueLakeName,StudyID,Year,Month,Lat,Lon,LakeName,ChlValues,TP,TN,DOC,DO,LakeVolume,SurfaceArea,Depth.mean,Depth.max,Secchi,pH
newid020197,L2531,repo5,1988,,41.89843,-71.6759,"SMITH AND SAYLES RESERVOIR NEAR CHEPACHET, RI",0.0014,0.02,,,,,,,,,7.4
newid020198,L2553,repo5,2005,,41.89838,-84.90663,"MARBLE LAKE NEAR QUINCY, MI S.B. (PHOTIC ZONE)",0.0055,,,,,,,,,,
newid020199,L2543,repo5,2005,,41.89921,-84.60884,"BAW BEESE LAKE NEAR HILLSDALE, MI (PHOTIC ZONE)",0.0082,,,,,,,,,,
newid020200,L2545,repo5,2001,,41.90144,-85.98584,"DIAMOND LAKE NR VANDALIA, MI (W B PHOTIC ZONE)",0.004,,,,,,,,,,
newid020201,L2546,repo5,2005,,41.90199,-85.10803,"CARY LAKE NEAR BATAVIA, MI (PHOTIC ZONE)",0.0023,,,,,,,,,,
newid020202,L2545,repo5,2001,,41.9031,-85.96751,"DIAMOND LAKE NR VANDALIA, MI (E B PHOTIC ZONE)",0.004,,,,,,,,,,
newid020203,L8934,repo5,2001,,41.90338,-86.01695,"STONE LAKE  AT CASSOPOLIS, MI (PHOTIC ZONE)",0.014,,,,,,,,,,
newid020204,L2551,repo5,2005,,41.90699,-85.8,"DRISKELS LAKE NEAR JONES, MI (PHOTIC ZONE)",0.02,,,,,,,,,,
newid020205,L9681,repo5,1988,,41.90788,-71.52645,"STILLWATER RESERVOIR AT STILLWATER, RI",0.0029,0.03,,,,,,,,,7.4
newid020206,L2052,repo5,2007,,41.90844,-80.77463,"LAKE ERIE AT LAKESHORE, CENTRAL BEACH 3FT",0.0022,,,,,,,,,,
newid020207,L8935,repo5,1988,,41.90871,-71.54562,"WOONASQUATUCKET RESERVOIR AT SPRAGUEVILLE, RI",0.0076,0.03,,,,,,,,,7.5
newid020208,L2552,repo5,2006,,41.90866,-85.88945,"DONNELL LAKE NEAR VANDALIA, MI (PHOTIC ZONE)",0.0014,,,,,,,,,,
newid020209,L8936,repo5,1995,,41.91204,-73.09428,HIGHLAND LAKE NR WINCHESTER CT,0.001,0.14,,,,,,,,5.9,7.1
newid020210,L8937,repo5,1989,,41.91288,-71.74396,"BURLINGAME RESERVOIR NR W. GLOCESTER, RI",0.0032,0.01,,,,,,,,,5.8
newid020211,L9682,repo5,2004,,41.91472,-70.84,"SAVENY POND MIDDLEBOROUGH, MA",0.0243,0.156,,,,,,,,,
newid020212,L2556,repo5,2005,,41.91505,-85.45443,"SAND LAKE NEAR NOTTAWA, MI (PHOTIC ZONE)",0.014,,,,,,,,,,
newid020213,L9677,repo5,2003,,41.91694,-70.63111,"RUSSELL MILL POND, PLYMOUTH,MA",0.0305,0.04,,,,,,,,,6.6
newid020214,L8938,repo5,2009,,41.91861,-85.33861,"LONG LAKE NEAR COLON, MI (PHOTIC ZONE)",0.013,,,,,,,,,,
newid020215,L2559,repo5,1988,,41.92121,-71.77035,"BOWDISH RESERVOIR NEAR WEST GLOCESTER, RI",7.00E-04,0.03,,,,,,,,,6.4
newid020216,L2553,repo5,2005,,41.9256,-84.89802,"MARBLE LAKE NEAR QUINCY, MI N.B. (PHOTIC ZONE)",0.012,,,,,,,,,,
newid020217,L2560,repo5,2003,,41.92611,-71.29,"DODGEVILLE POND,ATTLEBORO,MA",0.0133,0.09,,,,,,,,,7
newid020218,L8939,repo5,2005,,41.92894,-85.77027,"HARWOOD LAKE NEAR COREY, MI (PHOTIC ZONE)",0.0028,,,,,,,,,,
newid020219,L8940,repo5,2001,,41.92894,-85.87722,"KIRK LAKE NR VANDALIA, MI (PHOTIC ZONE)",0.01,,,,,,,,,,
newid020220,L8939,repo5,2010,,41.92921,-85.73333,"COREY LAKE SEB NR THREE RIVERS, MI (PHOTIC ZONE)",0.0013,,,,,,,,,,
newid020221,L2569,repo5,2005,,41.93033,-85.20692,"MATTESON LAKE NEAR MATTESON, MI (PHOTIC ZONE)",0.015,,,,,,,,,,
newid020222,L8939,repo5,2010,,41.9306,-85.75611,"COREY LAKE WB NR THREE RIVERS, MI (PHOTIC ZONE)",0.0023,,,,,,,,,,
newid020223,L9676,repo5,1988,,41.93288,-71.79785,"PECK POND NEAR WEST GLOCESTER, RI",0.0022,0.02,,,,,,,,,7.9
newid020224,L8941,repo5,1988,,41.93704,-71.70757,"PASCOAG RESERVOIR AT PASCOAG, RI",0.0018,0.01,,,,,,,,,7.3
newid020225,L8942,repo5,2005,,41.93783,-85.03497,"SOUTH LAKE NEAR COLDWATER, MI (PHOTIC ZONE)",0.017,,,,,,,,,,
newid020226,L8943,repo5,2001,,41.93949,-85.87778,"BELAS LAKE NR VANDALIA, MI (PHOTIC ZONE)",0.12,,,,,,,,,,
newid020227,L8944,repo5,1989,,41.94399,-71.49756,"WOONSOCKET RESERVOIR NO. 3 AT N. SMITHFIELD, RI",7.00E-04,0.04,,,,,,,,,6.2
newid020228,L2573,repo5,2010,,41.94394,-85.31581,"PALMER LAKE NEAR COLON, MI (PHOTIC ZONE)",0.017,,,,,,,,,,
newid020229,L2588,repo5,2005,,41.94788,-71.90174,"West Thompson Lake, Top Sample, nr W. Thompson, CT",0.0326,0.019,,,,,,,,1.3716,8.5
newid020230,L2588,repo5,2004,,41.94788,-71.90174,"West Thompson Lake, Top Sample, nr W. Thompson, CT",0.0156,0.021,,,,,,,,1.46304,8.7
newid020231,L2588,repo5,2003,,41.94788,-71.90174,"West Thompson Lake, Top Sample, nr W. Thompson, CT",0.0246,0.019,,,,,,,,1.6764,9.2
newid020232,L2588,repo5,1995,,41.94788,-71.90174,"West Thompson Lake, Top Sample, nr W. Thompson, CT",0.0472,0.04,,,,,,,,1.75,7.1
newid020233,L8945,repo5,2010,,41.94949,-85.58582,"THREE RIVERS IMP. AT THREE RIVERS, MI (PHOTIC ZNE)",0.012,,,,,,,,,,
newid020234,L2582,repo5,2010,,41.95144,-85.73555,"CLEAR LAKE NEAR THREE RIVERS, MI (PHOTIC ZONE)",0.0051,,,,,,,,,,
newid020235,L2592,repo5,2010,,41.95227,-85.71222,"PLEASANT LAKE SWB NR THREE RIVERS, MI (PHOTIC ZONE",0.0027,,,,,,,,,,
newid020236,L8946,repo5,2010,,41.95366,-85.75833,"LONG LAKE SWB NR THREE RIVERS, MI (PHOTIC ZONE)",0.0031,,,,,,,,,,
newid020237,L2592,repo5,2010,,41.95838,-85.70222,"PLEASANT LAKE CB NR THREE RIVERS, MI (PHOTIC ZONE)",0.0015,,,,,,,,,,
newid020238,L8946,repo5,2010,,41.95838,-85.75,"LONG LAKE NEB NR THREE RIVERS, MI (PHOTIC ZONE)",0.0031,,,,,,,,,,
newid020239,L8947,repo5,2010,,41.9606,-85.02997,"NORTH LAKE NEAR COLDWATER, MI (PHOTIC ZONE)",0.019,,,,,,,,,,
newid020240,L8948,repo5,2010,,41.96421,-84.27411,"ROUND LAKE NEAR MANITOU BEACH, MI (PHOTIC ZONE)",0.0021,,,,,,,,,,
newid020241,L9673,repo5,1989,,41.96454,-71.59673,"TARKILN POND AT TARKILN, RI",0.003,0.03,,,,,,,,,6.4
newid020242,L8949,repo5,1988,,41.96482,-71.78951,"WAKEFIELD POND AT WEST BURRILLVILLE, RI",0.0014,0.08,,,,,,,,,7.8
newid020243,L8950,repo5,1988,,41.96732,-71.72396,"WILSON RESERVOIR AT BRIDGETON, RI",0.0026,0.03,,,,,,,,,8
newid020244,L2602,repo5,2005,,41.96949,-85.32859,"STURGEON LAKE NEAR COLON, MI (PHOTIC ZONE)",0.021,,,,,,,,,,
newid020245,L8951,repo5,2005,,41.97116,-84.29439,"DEVILS LAKE NEAR DEVILS LAKE, MI S.B.(PHOTIC ZONE)",0.0042,,,,,,,,,,
newid020246,L8947,repo5,2010,,41.9756,-85.04191,"RANDALL LAKE NEAR COLDWATER, MI (PHOTIC ZONE)",0.024,,,,,,,,,,
newid020247,L8952,repo5,1989,,41.98111,-71.45278,"SNEECH POND AT CUMBERLAND HILL, RI",0.0033,0.12,,,,,,,,,7.2
newid020248,L8953,repo5,1988,,41.98454,-71.6609,"SPRING LAKE AT HARRISVILLE, RI",8.00E-04,0.03,,,,,,,,,7.9
newid020249,L2617,repo5,1989,,41.98704,-71.59784,"SLATERSVILLE RESERVOIR (UPPER) AT SLATERSVILLE, RI",0.0154,0.03,,,,,,,,,6.5
newid020250,L2614,repo5,2005,,41.98727,-86.07918,"MILL POND NEAR DOWAGIAC, MI (PHOTIC ZONE)",0.013,,,,,,,,,,
newid020251,L8951,repo5,2005,,41.98782,-84.28828,"DEVILS LAKE NEAR DEVILS LAKE, MI N.B.(PHOTIC ZONE)",0.0062,,,,,,,,,,
newid020252,L8954,repo5,2010,,41.9881,-85.0283,"MORRISON LAKE NEAR COLDWATER, MI (PHOTIC ZONE)",0.014,,,,,,,,,,
newid020253,L2606,repo5,2003,,41.98889,-71.20194,"NORTH NORTON RESERVOIR, NORTON, MA",0.0173,0.07,,,,,,,,,6.9
newid020254,L8955,repo5,1995,,41.99204,-71.89396,NORTH GROSVENORDALE POND NR NORTH GROSVENORDALE CT,0.0143,0.12,,,,,,,,1.75,8.7
newid020255,L8956,repo5,1989,,41.99399,-71.39895,"DIAMOND HILL RESERVOIR AT DIAMOND HILL, RI",0.003,0.02,,,,,,,,,8.6
newid020256,L8957,repo5,1989,,41.99399,-71.58784,"SLATERSVILLE RESERVOIR (LOWER) AT SLATERSVILLE, RI",0.0208,0.35,,,,,,,,,6.6
newid020257,L2618,repo5,2010,,41.99505,-85.57249,"FISHERS LAKE NEAR THREE RIVERS, MI (PHOTIC ZONE)",0.0037,,,,,,,,,,
newid020258,L9544,repo5,2004,,41.99694,-70.945,"MATFIELD IMP. BRIDGEWATER, MA",0.0371,0.18,,,,,,,,,
newid020259,L8958,repo5,1995,,41.99871,-72.08508,GRIGGS POND NR WOODSTOCK CT,0.0027,0.02,,,,,,,,1.8,6.8
newid020260,L2624,repo5,1988,,41.99926,-71.76701,"WALLUM LAKE AT WALLUM LAKE, RI",5.00E-04,0.02,,,,,,,,,7.8
newid020261,L2624,repo5,1989,,41.99926,-71.76701,"WALLUM LAKE AT WALLUM LAKE, RI",0.0012,,,,,,,,,,7.3
newid020262,L8954,repo5,2010,,42.00421,-85.02775,"CRAIG LAKE NEAR HODUNK, MI (PHOTIC ZONE)",0.0061,,,,,,,,,,
newid020263,L8959,repo5,1995,,42.00926,-73.04122,COLEBROOK RESERVOIR NR COLEBROOK CT,7.00E-04,,,,,,,,,4.6,6.4
newid020264,L2630,repo5,1983,,42.01343,-72.13258,MASHAPAUG LAKE AT MASHAPAUG CT,6.00E-04,,,,,,,,,,6.8
newid020265,L2661,repo5,1977,,42.028,-110.064,FONTENELLE RES NR DAM NR FONTENELLE WY,1.00E-04,0.01,,,,,,,,,
newid020266,L8960,repo5,2001,,42.02921,-86.04723,"SOUTH TWIN LK NR DOWAGIAC, MI (PHOTIC ZONE)",0.003,,,,,,,,,,
newid020267,L2637,repo5,2003,,42.03111,-70.76194,"LOWER CHANDLER POND, DUXBURY,MA",0.0095,0.057,,,,,,,,,6.2
newid020268,L2637,repo5,2004,,42.03111,-70.76194,"LOWER CHANDLER POND, DUXBURY,MA",0.0036,0.025,,,,,,,,,
newid020269,L2644,repo5,2008,,42.03444,-84.24167,"DEEP LAKE NEAR SPRINGVILLE, MI (PHOTIC ZONE)",0.0017,,,,,,,,,,
newid020270,L8960,repo5,2006,,42.03477,-86.04946,"NORTH TWIN LAKE AT TWIN LAKES, MI (PHOTIC ZONE)",0.0041,,,,,,,,,,
newid020271,L2649,repo5,2010,,42.04199,-85.24804,"OLIVERDA LAKE NEAR ATHENS, MI (PHOTIC ZONE)",0.0055,,,,,,,,,,
newid020272,L2655,repo5,2005,,42.04449,-85.19859,"UNION LAKE NEAR UNION CITY, MI (PHOTIC ZONE)",0.046,,,,,,,,,,
newid020273,L2652,repo5,2005,,42.04477,-85.51583,"PORTAGE LAKE NEAR MENDON, MI (PHOTIC ZONE)",0.0094,,,,,,,,,,
newid020274,L2651,repo5,2003,,42.04782,-84.13967,"SAND LAKE NEAR ONSTED, MI (PHOTIC ZONE)",0.0035,,,,,,,,,,
newid020275,L2654,repo5,2005,,42.04894,-85.2522,"KENYON LAKE NEAR ATHENS, MI (PHOTIC ZONE)",0.0042,,,,,,,,,,
newid020276,L2653,repo5,2006,,42.04977,-85.85862,"FISH LAKE NEAR MARCELLUS, MI (PHOTIC ZONE)",0.018,,,,,,,,,,
newid020277,L2656,repo5,2006,,42.05282,-86.18418,"DEWEY LAKE AT SANDY BEACH, MI (PHOTIC ZONE)",0.013,,,,,,,,,,
newid020278,L2657,repo5,2003,,42.05889,-71.90611,"LARNER POND,DUDLEY MA",0.005,0.017,,,,,,,,,6.7
newid020279,L2658,repo5,2008,,42.05917,-84.18333,"ALLEN LAKE NEAR SPRINGVILLE, MI (PHOTIC ZONE)",0.0021,,,,,,,,,,
newid020280,L2666,repo5,2005,,42.06254,-85.80834,"HEMLOCK LAKE NEAR MARCELLUS, MI (PHOTIC ZONE)",0.0047,,,,,,,,,,
newid020281,L9669,repo5,2003,,42.065,-72.63611,"SILVER LAKE, AGAWAM, MA",0.0269,0.028,,,,,,,,,7.3
newid020282,L2671,repo5,2006,,42.06588,-86.17918,"MAGICIAN LAKE NR WOODLAND BEACH, MI (PHOTIC ZONE)",0.0056,,,,,,,,,,
newid020283,L8961,repo5,2005,,42.07088,-84.13328,"ROUND LAKE NEAR OAK SHADE PARK, MI (PHOTIC ZONE)",0.0038,,,,,,,,,,
newid020284,L2673,repo5,2008,,42.07444,-84.14639,"WAMPLERS LAKE NEAR BROOKLYN, MI (PHOTIC ZONE)",0.003,,,,,,,,,,
newid020285,L2680,repo5,2009,,42.08393,-84.21328,"VINEYARD LAKE SB NEAR BROOKLYN, MI (PHOTIC ZONE)",0.0017,,,,,,,,,,
newid020286,L2680,repo5,2003,,42.08393,-84.21328,"VINEYARD LAKE SB NEAR BROOKLYN, MI (PHOTIC ZONE)",0.0019,,,,,,,,,,
newid020287,L9671,repo5,2003,,42.07694,-72.06111,"WESTVILLE DAM, SOUTHBRIDGE, MA",0.0025,0.034,,,,,,,,,7
newid020288,L8962,repo5,2001,,42.07838,-85.8664,"GRAVEL LAKE NR MARCELLUS, MI (PHOTIC ZONE)",0.001,,,,,,,,,,
newid020289,L2676,repo5,2006,,42.07921,-86.20696,"ROUND LAKE AT SISTER LAKES, MI (PHOTIC ZONE)",0.0055,,,,,,,,,,
newid020290,L9670,repo5,2004,,42.08694,-71.08111,"FRENCH POND EASTON, MA",0.0066,0.073,,,,,,,,,
newid020291,L8963,repo5,2001,,42.08393,-84.4719,ROUND LAKE NR SOMERSET CT. MI (C B PHOTIC ZONE),0.003,,,,,,,,,,
newid020292,L2684,repo5,2001,,42.08893,-85.82834,"CEDAR LAKE NR MARCELLUS, MI (PHOTIC ZONE)",0.002,,,,,,,,,,
newid020293,L2680,repo5,2003,,42.09393,-84.22217,"VINEYARD LAKE NB NEAR BROOKLYN, MI (PHOTIC ZONE)",0.0058,,,,,,,,,,
newid020294,L2680,repo5,2009,,42.09393,-84.22217,"VINEYARD LAKE NB NEAR BROOKLYN, MI (PHOTIC ZONE)",0.0094,,,,,,,,,,
newid020295,L2686,repo5,2009,,42.0975,-85.56833,"BARTON LAKE WB NEAR VICKSBURG, MI (PHOTIC ZONE)",0.0059,,,,,,,,,,
newid020296,L2687,repo5,2003,,42.09806,-73.18194,"YORK LAKE, NEW MARLBORO, MA",0.0118,0.009,,,,,,,,,6.8
newid020297,L2686,repo5,2009,,42.09944,-85.56139,"BARTON LAKE NEB NEAR VICKSBURG, MI (PHOTIC ZONE)",0.0049,,,,,,,,,,
newid020298,L9667,repo5,2003,,42.1,-71.62111,"RICE POND, UXBRIDGE, MA",0.0058,0.71,,,,,,,,,6.8
newid020299,L9668,repo5,2004,,42.10611,-70.88,"FORGE POND HANOVER, MA",0.0026,0.071,,,,,,,,,
newid020300,L2694,repo5,2006,,42.10949,-86.00029,"LAKE OF THE WOODS NEAR DECATUR, MI (PHOTIC ZONE)",0.0067,,,,,,,,,,
newid020301,L9543,repo5,2004,,42.11194,-72.77,"CRANE POND WESTFIELD, MA",5.00E-04,0.014,,,,,,,,,
newid020302,L2695,repo5,2006,,42.1131,-84.44245,"CRISPELL LAKE NEAR LIBERTY, MI (PHOTIC ZONE)",0.0079,,,,,,,,,,
newid020303,L8964,repo5,2009,,42.11806,-85.79972,"BANKSON LAKE NEAR LAWTON, MI (PHOTIC ZONE)",0.0033,,,,,,,,,,
newid020304,L2700,repo5,2003,,42.11948,-84.31301,"CLARK LAKE NEAR BROOKLYN, MI (PHOTIC ZONE)",0.0023,,,,,,,,,,
newid020305,L2708,repo5,2005,,42.13338,-85.82223,"HUZZY LAKE NEAR LAWTON, MI (PHOTIC ZONE)",0.014,,,,,,,,,,
newid020306,L8965,repo5,2000,,42.13483,-122.0323,"JOHN C BOYLE RES ABV SPENCER BRIDGE NR KENO, OR",0.0027,,,,,,,,,,7.9
newid020307,L2712,repo5,2005,,42.13754,-84.82358,"HOMER LAKE NEAR HOMER, MI S.C.B. (PHOTIC ZONE)",0.012,,,,,,,,,,
newid020308,L2712,repo5,2005,,42.1431,-84.8183,"HOMER LAKE NEAR HOMER, MI N.E.B. (PHOTIC ZONE)",0.019,,,,,,,,,,
newid020309,L2720,repo5,2005,,42.14866,-85.05053,"WARNERS LAKE NEAR ELLIS CORNERS, MI (PHOTIC ZONE)",0.016,,,,,,,,,,
newid020310,L8966,repo5,2005,,42.14866,-85.5875,"HOGSET LAKE NEAR PORTAGE, MI (PHOTIC ZONE)",0.0039,,,,,,,,,,
newid020311,L2722,repo5,2010,,42.15005,-85.49222,"INDIAN LAKE NEAR VICKSBURG, MI (PHOTIC ZONE)",0.0016,,,,,,,,,,
newid020312,L9666,repo5,2004,,42.15111,-72.01,NORTH SIBLEY CHARLTON MA,0.0086,0.02,,,,,,,,,
newid020313,L9666,repo5,2003,,42.15111,-72.01,NORTH SIBLEY CHARLTON MA,0.0902,0.06,,,,,,,,,9
newid020314,L2724,repo5,2004,,42.15115,-84.64996,"SWAINS LAKE NEAR CONCORD, MI (PHOTIC ZONE)",0.0015,,,,,,,,,,
newid020315,L2725,repo5,2005,,42.15532,-84.98498,"NOTTAWA LAKE NEAR ELLIS CORNERS, MI (PHOTIC-ZONE)",0.005,,,,,,,,,,
newid020316,L2731,repo5,2009,,42.15611,-85.62833,"SUGARLOAF LAKE NEAR SCHOOLCRAFT, MI (PHOTIC ZONE)",0.0047,,,,,,,,,,
newid020317,L2730,repo5,2006,,42.15921,-85.745,"PAW PAW LAKE NR SCHOOLCRAFT, MI (PHOTIC ZONE)",0.0013,,,,,,,,,,
newid020318,L8966,repo5,2009,,42.15972,-85.57389,"GOURDNECK LAKE NEAR PORTAGE, MI (PHOTIC ZONE)",0.0052,,,,,,,,,,
newid020319,L2741,repo5,2005,,42.16782,-85.55056,"AUSTIN LAKE NEAR PORTAGE, MI (PHOTIC ZONE0",0.0024,,,,,,,,,,
newid020320,L2736,repo5,2006,,42.16949,-85.97085,"EAGLE LAKE NEAR PAW PAW, MI (PHOTIC ZONE)",0.0068,,,,,,,,,,
newid020321,L2744,repo5,2003,,42.18,-72.40306,"RED BRIDGE RESERVOIR LUDLOW, MA",0.001,0.046,,,,,,,,,6.8
newid020322,L8967,repo5,2005,,42.18088,-85.11804,"LEE LAKE NEAR STANLEY CORNERS, MI (PHOTIC-ZONE)",0.0022,,,,,,,,,,
newid020323,L8968,repo5,2006,,42.18421,-84.55496,"LIME LAKE NEAR SPRING ARBOR, MI (PHOTIC ZONE)",0.0065,,,,,,,,,,
newid020324,L2747,repo5,2010,,42.18699,-85.56945,"WEST LAKE NEAR PORTAGE, MI (PHOTIC ZONE)",0.0037,,,,,,,,,,
newid020325,L8969,repo5,2006,,42.19087,-84.40218,"VANDERCOOK LAKE NEAR JACKSON, MI (PHOTIC ZONE)",0.0046,,,,,,,,,,
newid020326,L2754,repo5,2010,,42.19254,-85.52583,"LONG LAKE NEAR PORTAGE, MI (PHOTIC ZONE)",0.0036,,,,,,,,,,
newid020327,L8970,repo5,2001,,42.19421,-86.10307,"SHAFER LAKE NR HARTFORD, MI (PHOTIC ZONE)",0.006,,,,,,,,,,
newid020328,L2752,repo5,2006,,42.1956,-85.94974,"THREEMILE LAKE NEAR WILDEYS, MI (PHOTIC ZONE)",0.0082,,,,,,,,,,
newid020329,L2758,repo5,2006,,42.20171,-86.00085,"REYNOLDS LAKE NEAR PAW PAW, MI (PHOTIC ZONE)",0.0085,,,,,,,,,,
newid020330,L2759,repo5,2006,,42.20337,-85.98613,"LAKE CORA NEAR PAW PAW, MI (PHOTIC ZONE)",0.002,,,,,,,,,,
newid020331,L8971,repo5,2001,,42.2067,-86.27586,"PAW PAW LAKE AT WATERVLIET, MI(PHOTIC ZONE)",0.038,,,,,,,,,,
newid020332,L8972,repo5,2001,,42.20726,-84.31801,"CENTER LAKE AT MICHIGAN CENTER, MI (PHOTIC ZONE)",0.011,,,,,,,,,,
newid020333,L2763,repo5,2007,,42.21056,-83.56722,"FORD LAKE NEAR YPSILANTI EB, MI (PHOTIC ZONE)",0.01,,,,,,,,,,
newid020334,L8973,repo5,2003,,42.21306,-71.69611,"LAKE RIPPLE GRAFTON, MA",0.005,0.015,,,,,,,,,6.8
newid020335,L2766,repo5,2006,,42.21365,-86.09919,"HALL LAKE NEAR LAWRENCE, MI (PHOTIC ZONE)",0.021,,,,,,,,,,
newid020336,L9664,repo5,2003,,42.21389,-72.605,"HOLYOKE DAM HOLYOKE,MA",0.0018,0.023,,,,,,,,,7.3
newid020337,L9664,repo5,2004,,42.21389,-72.605,"HOLYOKE DAM HOLYOKE,MA",7.00E-04,0.019,,,,,,,,,
newid020338,L8971,repo5,2001,,42.2142,-86.25669,"PAW PAW LAKE AT WATERVLIET, MI (EB PHOTIC ZONE)",0.072,,,,,,,,,,
newid020339,L2764,repo5,2002,,42.21448,-83.45966,"BELLEVILLE LAKE NR FRENCH LNDG,MI EAST PHOTIC ZONE",0.011,,,,,,,,,,
newid020340,L2764,repo5,2002,,42.21476,-83.44382,"BELLEVILLE LK NR FRENCH LNDG, MI EB (PHOTIC ZONE)",0.011,,,,,,,,,,
newid020341,L2764,repo5,2002,,42.21587,-83.4566,"BELLEVILLE LK NR FRENCH LNDG, MI EB2 (PHOTIC ZONE)",0.01,,,,,,,,,,
newid020342,L2763,repo5,2007,,42.21611,-83.58472,"FORD LAKE NEAR YPSILANTI CB, MI (PHOTIC ZONE)",0.0054,,,,,,,,,,
newid020343,L2767,repo5,2004,,42.21615,-85.71612,"EAGLE LAKE NEAR MATTAWAN, MI (PHOTIC ZONE)",0.0065,,,,,,,,,,
newid020344,L2763,repo5,2007,,42.21972,-83.60167,"FORD LAKE NEAR YPSILANTI WB, MI (PHOTIC ZONE)",0.017,,,,,,,,,,
newid020345,L2770,repo5,2004,,42.22838,-84.94498,"UPPER BRACE LAKE NEAR MARSHALL, MI (PHOTIC ZONE)",0.0041,,,,,,,,,,
newid020346,L8974,repo5,2001,,42.23226,-85.87779,"ACKLEY LAKE NR PAW PAW, MI (PHOTIC ZONE)",0.007,,,,,,,,,,
newid020347,L8975,repo5,2006,,42.23337,-85.88751,"MAPLE LAKE NR PAW PAW, MI (PHOTIC ZONE)",0.014,,,,,,,,,,
newid020348,L9663,repo5,2003,,42.23389,-73.11306,"HAYDEN POND OTIS, MA",0.0039,0.019,,,,,,,,,6.7
newid020349,L9663,repo5,2004,,42.23389,-73.11306,"HAYDEN POND OTIS, MA",0.0034,0.013,,,,,,,,,
newid020350,L9665,repo5,2004,,42.23694,-71.29,"DUTTON POND LEICESTER, MA",0.057,0.17,,,,,,,,,
newid020351,L8976,repo5,2014,,42.23876,-121.8059,FREMONT BRIDGE  (FBR),0.33,0.4,3.24,,,,,,,1.25,10.2
newid020352,L8976,repo5,2015,,42.23876,-121.8059,FREMONT BRIDGE  (FBR),0.0221,0.07,0.43,,,,,,,0.63,8.4
newid020353,L8976,repo5,2013,,42.23876,-121.8059,FREMONT BRIDGE  (FBR),0.258,0.3,1.59,,,,,,,0.9,10
newid020354,L8976,repo5,2012,,42.23876,-121.8059,FREMONT BRIDGE  (FBR),0.307,0.35,,,,,,,,1,10.3
newid020355,L2775,repo5,2001,,42.24365,-86.20613,"RUSH LAKE NR HARTFORD, MI (PHOTIC ZONE)",0.01,,,,,,,,,,
newid020356,L8977,repo5,1976,,42.24496,-108.427,SCOTTY LAKE NR SWEETWATER STATION WY,0.0067,0.05,,,,,,,,,9.3
newid020357,L2780,repo5,2006,,42.25643,-86.18197,"VAN AUKEN LAKE NR McDONALD, MI (PHOTIC ZONE)",0.032,,,,,,,,,,
newid020358,L2786,repo5,2005,,42.25671,-85.34722,"PORTAGE LAKE NEAR CLIMAX, MI S.E.B.(PHOTIC ZONE)",0.0092,,,,,,,,,,
newid020359,L2790,repo5,2004,,42.26389,-71.63694,"ASSABET A-1 WESTBOROUGH, MA",0.0135,0.017,,,,,,,,,
newid020360,L2790,repo5,2003,,42.26389,-71.63694,"ASSABET A-1 WESTBOROUGH, MA",0.0523,0.019,,,,,,,,,7.4
newid020361,L2786,repo5,2005,,42.26449,-85.34722,"PORTAGE LAKE NEAR CLIMAX, MI N.E.B.(PHOTIC ZONE)",0.0081,,,,,,,,,,
newid020362,L2789,repo5,2006,,42.25642,-84.31023,"GILLETTS LAKE NR MICHIGAN CENTER, MI (PHOTIC ZONE)",0.0078,,,,,,,,,,
newid020363,L8978,repo5,2001,,42.26837,-84.21801,"GRASS LAKE AT GRASS LAKE, MI (PHOTIC ZONE",0.006,,,,,,,,,,
newid020364,L8979,repo5,2004,,42.27111,-72.88306,"LITTLEVILLE LAKE WESTFIELD, MA",0.001,0.005,,,,,,,,,
newid020365,L8980,repo5,1976,,42.27357,-108.4645,PICKET LAKE NR SWEETWATER STATION WY,1.00E-04,0.02,,,,,,,,,9.5
newid020366,L8981,repo5,2003,,42.27481,-72.47009,"FORGE POND GRANBY, MA",0.0086,0.041,,,,,,,,,6.7
newid020367,L2799,repo5,2004,,42.27893,-85.47056,"MORROW POND NR EAST COMSTOCK, MI  C.B. PHOTIC ZONE",0.019,,,,,,,,,,
newid020368,L8982,repo5,2003,,42.28111,-73.19806,"GOOSE POND LEE, MA",0.0034,0.006,,,,,,,,,7.2
newid020369,L2799,repo5,2004,,42.28199,-85.48917,"MORROW POND NEAR EAST COMSTOCK, MI(WB PHOTIC ZONE)",0.031,,,,,,,,,,
newid020370,L2803,repo5,2009,,42.28472,-85.21167,"GOGUAC LAKE SWB NR BATTLE CREEK, MI (PHOTIC ZONE)",0.0038,,,,,,,,,,
newid020371,L2803,repo5,2009,,42.29167,-85.20833,"GOGUAC LAKE CB NEAR BATTLE CREEK, MI (PHOTIC ZONE)",0.0024,,,,,,,,,,
newid020372,L8983,repo5,2006,,42.29254,-85.94307,"SCHOOL SECTION LAKE NR GLENDALE, MI (PHOTIC ZONE)",0.012,,,,,,,,,,
newid020373,L2803,repo5,2009,,42.29389,-85.20278,"GOGUAC LAKE EB NEAR BATTLE CREEK, MI (PHOTIC ZONE)",0.0035,,,,,,,,,,
newid020374,L8984,repo5,2006,,42.29431,-121.9211,FLOODED CALEDONIA MARSH (FCM-3),0.189,0.53,2.89,,,,,,,,9
newid020375,L9662,repo5,2004,,42.30194,-71.32889,"JENNINGS POND AT NATICK, MA",0.0038,0.038,,,,,,,,,
newid020376,L8985,repo5,2006,,42.30181,-121.9117,FLOODED CALDONIA MARSH (FCM-1),0.169,0.49,2.27,,,,,,,,9.3
